SCHOOL NAME,CODE,ENTRY,ENGLISH,KISWAHILI,K. S. L.,MATHS,SCIENCE,SSTR,MEAN,RANK,NATIONAL,DISTRICT_NAME,School code,county code,county name
ALARA,724002,37.0,53.37,44.16,0.0,67.1,63.37,56.64,284.64,98,3730,NDHIWA,41731302,41,HOMA BAY
ALARA,724002,37.0,53.37,44.16,0.0,67.1,63.37,56.64,284.64,98,3730,NDHIWA,42712219,42,SIAYA
ALARA,724002,37.0,53.37,44.16,0.0,67.1,63.37,56.64,284.64,98,3730,NDHIWA,44707121,44,MIGORI
ALARA,731302,16.0,37.87,30.31,0.0,47.81,44.5,39.0,199.49,802,19628,RACHUONYO NORTH,39702057,39,KISUMU
ALARA,731302,16.0,37.87,30.31,0.0,47.81,44.5,39.0,199.49,802,19628,RACHUONYO NORTH,41704003,41,HOMA BAY
ALARA,731302,16.0,37.87,30.31,0.0,47.81,44.5,39.0,199.49,802,19628,RACHUONYO NORTH,41724002,41,HOMA BAY
ALARA,731302,16.0,37.87,30.31,0.0,47.81,44.5,39.0,199.49,802,19628,RACHUONYO NORTH,41731302,41,HOMA BAY
ALARA,731302,16.0,37.87,30.31,0.0,47.81,44.5,39.0,199.49,802,19628,RACHUONYO NORTH,42712219,42,SIAYA
ALARA,731302,16.0,37.87,30.31,0.0,47.81,44.5,39.0,199.49,802,19628,RACHUONYO NORTH,44707121,44,MIGORI
ALARA DAGO,739109,18.0,43.38,32.72,0.0,45.11,45.66,49.16,216.03,465,17226,,44739109,44,MIGORI
ALARO,710249,29.0,45.72,37.68,0.0,41.96,48.17,42.68,216.21,709,17187,RACHUONYO SOUTH,41710249,41,HOMA BAY
ALARU,731315,16.0,49.06,35.93,0.0,57.18,59.62,52.0,253.79,295,8737,RACHUONYO NORTH,41731315,41,HOMA BAY
ALDAI GIRLS,523301,35.0,66.34,63.91,0.0,69.68,64.85,62.6,327.38,48,1132,NANDI SOUTH,29523301,29,NANDI
ALDO REBBY ACADEMY,516255,11.0,75.09,70.0,0.0,65.09,69.09,76.45,355.72,3,312,NAROK NORTH,32516255,32,NAROK
ALEGO,731120,26.0,57.53,38.38,0.0,55.07,53.8,55.3,260.08,243,7413,RACHUONYO NORTH,41731120,41,HOMA BAY
ALENDU,701101,62.0,46.06,31.0,0.0,46.46,48.83,45.0,217.35,545,16936,KISUMU EAST,39701101,39,KISUMU
ALERO NANGA,710378,23.0,45.73,36.08,0.0,57.82,51.13,48.13,238.89,471,12242,RACHUONYO SOUTH,41710378,41,HOMA BAY
ALFAH ACADEMY,106156,16.0,53.93,42.12,0.0,39.68,39.68,59.87,235.28,214,13122,MOMBASA,,,
ALFAKIM ACAD,540158,19.0,57.94,49.73,0.0,62.0,59.94,59.89,289.5,142,3278,NANDI NORTH,29540158,29,NANDI
ALFARSY EDUCATION CENTRE,106161,23.0,76.34,64.78,0.0,69.0,65.73,80.3,356.15,11,306,MOMBASA,3106161,3,MOMBASA
ALFATAH,801131,33.0,39.6,45.03,0.0,41.24,41.33,53.93,221.13,61,16220,GARISSA,45801131,45,GARISSA
ALFATAH ACADEMY,113128,18.0,54.5,57.94,0.0,61.88,64.22,71.44,309.98,12,1887,TAVETA,1113128,1,TAITA TAVETA
ALFOMEGA,512156,11.0,54.9,52.36,0.0,63.63,59.81,59.9,290.6,78,3195,KERICHO,,,
ALFOWZAN,812104,42.0,48.04,34.4,0.0,41.26,45.92,54.54,224.16,50,15601,MANDERA NORTH,47812104,47,MANDERA
ALHIDAYA,820107,11.0,45.36,49.27,0.0,56.27,59.18,74.18,284.26,11,3768,,46820107,46,WAJIR
ALHUDA MUSLIM,515133,81.0,54.95,51.18,0.0,48.76,50.53,58.97,264.39,140,6571,KAJIADO CENTRAL,31515133,31,KAJIADO
ALIGHT ACADEMY,225148,17.0,56.0,59.94,0.0,47.88,54.82,54.76,273.4,101,5104,MIRANGINE,7225148,7,NYANDARUA
ALIGULA,631001,94.0,55.97,56.32,0.0,50.65,50.6,53.39,266.93,275,6140,,37631001,37,KAKAMEGA
ALINJUGUR,806201,36.0,42.36,44.36,0.0,35.72,45.36,61.94,229.74,57,14451,FAFI,45806201,45,GARISSA
ALL SAINTS,569315,25.0,58.68,55.0,0.0,55.92,58.72,58.04,286.36,143,3556,,27569315,27,NAKURU
ALL SAINTS ACADEMY,504019,133.0,57.69,55.71,0.0,53.75,52.45,53.74,273.34,99,5112,KITALE MUNICIPALITY,23504019,23,TRANSNZOIA
ALL SAINTS CATHEDRAL,401209,27.0,75.74,68.03,0.0,66.62,64.51,63.88,338.78,79,748,Nairobi,20404022,20,NAIROBI
ALL SAINTS KEBULUNIK ACAD,540140,42.0,81.02,83.23,0.0,78.85,71.11,76.3,390.51,1,22,NANDI NORTH,,,
ALL SAINTS KIANYAGA,222219,42.0,80.45,69.9,0.0,67.71,66.59,72.02,356.67,8,294,KIRINYAGA EAST,9222219,9,KIRINYAGA
ALL SAINTS NJABINI ACADEM,216131,12.0,54.75,50.75,0.0,51.16,54.91,55.83,267.4,117,6046,KINANGOP,,,
ALLAMANO,309120,41.0,69.9,66.75,0.0,64.21,65.07,67.14,333.07,31,927,IGEMBE SOUTH,15309120,15,MERU
ALLAMANO MIANYA,239134,22.0,51.27,56.5,0.0,61.86,56.04,47.95,273.62,126,5066,,9239134,9,KIRINYAGA
ALMA PREPARATORY,201182,19.0,61.36,61.78,0.0,65.42,59.15,61.52,309.23,50,1937,Nyandarua North,7201182,7,NYANDARUA
ALMOND COMPLEX ACADEMY,602183,21.0,73.14,75.85,0.0,70.9,66.14,65.19,351.22,14,405,BUNGOMA SOUTH,36602183,36,BUNGOMA
ALMOND PREPARATORY,504057,29.0,58.51,57.62,0.0,51.89,55.96,55.62,279.6,82,4258,KITALE MUNICIPALITY,23504057,23,TRANSNZOIA
ALMONDLAND E.C,230433,27.0,70.55,62.85,0.0,53.62,52.44,54.29,293.75,205,2913,KIKUYU,11230433,11,KIAMBU
ALOE VERA,205131,20.0,67.45,71.25,0.0,60.75,62.85,61.6,323.9,108,1249,KIAMBU,11205131,11,KIAMBU
ALOETE,606104,31.0,47.29,47.0,0.0,48.58,50.9,46.03,239.8,283,12018,TESO NORTH,35606104,35,BUSIA
ALOMODOI,620202,29.0,57.58,51.51,0.0,54.72,54.44,51.03,269.28,142,5756,TESO SOUTH,35620202,35,BUSIA
ALOYSIUS JUNIOR ACADEMY,703325,10.0,41.6,42.8,0.0,44.7,37.1,37.9,204.1,657,19081,KISII CENTRAL,40703325,40,KISII
ALPHA GLORY,401698,39.0,56.05,52.2,0.0,44.64,47.58,47.1,247.57,439,10187,Nairobi,20405081,20,NAIROBI
ALPHA JUNIOR ACADEMY,507162,21.0,74.85,64.61,0.0,65.42,64.33,70.95,340.16,25,704,ELDORET MUNICIPALITY,26507162,26,UASIN GISHU
ALUNG'OLI,601201,29.0,46.75,54.31,0.0,53.27,52.24,49.34,255.91,202,8285,BUSIA,35601201,35,BUSIA
ALUNGO,714112,30.0,58.8,52.76,0.0,55.63,53.53,50.46,271.18,165,5432,KISUMU WEST,39714112,39,KISUMU
ALUNY,705231,23.0,56.43,47.69,0.0,57.43,55.13,55.21,271.89,120,5345,SIAYA,42705231,42,SIAYA
ALUOR,724201,38.0,52.18,38.5,0.0,54.68,52.07,48.78,246.21,376,10506,NDHIWA,41724201,41,HOMA BAY
ALUOR GIRLS,726202,26.0,74.69,64.34,0.0,71.15,64.57,65.73,340.48,6,690,GEM,42726202,42,SIAYA
ALUOR MIXED,726201,34.0,45.55,49.38,0.0,55.76,50.26,50.02,250.97,282,9396,GEM,42726201,42,SIAYA
ALUPE,620218,51.0,51.27,52.7,0.0,46.78,48.74,50.66,250.15,237,9583,TESO SOUTH,35620218,35,BUSIA
ALWALA,714101,32.0,59.34,41.28,0.0,57.0,58.53,54.15,270.3,169,5581,KISUMU WEST,39714101,39,KISUMU
AMA,102131,33.0,49.54,54.36,0.0,44.63,60.6,56.75,265.88,108,6298,KILIFI,4102131,4,KILIFI
